"","name","years","mean","2.5%","25%","75%","97.5%"
"1","total",1985,24.6213977266753,18.5154226319295,21.5079612046075,27.173965772075,32.9281328940915
"2","total",1986,49.8934996285278,38.5418525911506,44.242418706615,55.1670822509618,62.3253556446735
"3","total",1987,75.1442038376243,58.2133342132089,66.7659580440695,83.3121322155462,92.2929745989512
"4","total",1988,99.0232675780478,77.5073818058522,88.7500035706172,108.466159200545,121.3532345053
"5","total",1989,115.157522925729,91.7025713658242,103.696934294472,124.916396858685,141.255444397869
"6","total",1990,143.05918458282,115.266995178337,129.671504150731,154.89302007094,175.527258416357
"7","total",1991,180.704849546915,145.828597023051,163.972112380709,194.931825800333,220.962604833508
"8","total",1992,223.052356738571,180.551637994676,203.082209381218,240.410166451444,271.771686200472
"9","total",1993,268.796155837778,217.977904208378,245.724683415363,288.509541006131,327.127424091949
"10","total",1994,318.641860244157,259.132898247385,291.681585120247,341.633482619362,386.397685188428
"11","total",1995,369.501631766594,303.236356659575,339.4252120679,394.930087050872,448.283944630857
"12","total",1996,425.8570749882,351.285076041412,393.456000446479,453.886488452054,517.943857664166
"13","total",1997,489.357804170845,405.387106317218,452.369805002311,518.710810237412,595.548178127532
"14","total",1998,569.161069297499,473.05778055624,526.910673290285,602.514498471498,693.2574707007
"15","total",1999,658.649745580119,551.675657801428,611.869543738473,696.34026678478,804.034145752961
"16","total",2000,742.765473240401,623.928013105388,692.651156555097,782.743245581155,906.298263083097
"17","total",2001,846.21444712016,711.303763790251,788.745087561611,890.428518206962,1032.48352443466
"18","total",2002,952.490998490887,799.753658035569,888.011848486873,1000.6935786737,1161.87643096005
"19","total",2003,1074.07142362313,900.404282585655,1005.59012212415,1129.80243381048,1310.84439635033
"20","total",2004,1209.62500169303,1008.04533117579,1133.83972386542,1270.9760181633,1478.02493988864
"21","total",2005,1353.48799700478,1131.25986515078,1272.10766871852,1419.48000533905,1654.33039143148
"22","total",2006,1512.49149278624,1269.72517559832,1422.65268758351,1583.96490643824,1848.28256810739
"23","total",2007,1686.28592167863,1417.77250590785,1594.03141420115,1768.64885353289,2060.36889130402
"24","total",2008,1876.48877067173,1577.96679224405,1776.82456074782,1967.41529236423,2292.34721446525
"25","total",2009,2093.77385849822,1763.19509504917,1976.39145647427,2196.13425789116,2557.00806672316
"26","total",2010,2340.57642306356,1965.23711552145,2212.86894014544,2449.09735207876,2857.45966166495
"27","total",2011,2611.81933194286,2181.98326804946,2465.42582793382,2731.40778793822,3188.06391375072
"28","total",2012,2912.87869036561,2419.93343438738,2748.7628630717,3057.15902156402,3555.04264449735
"29","total",2013,3244.66417839785,2685.27257566666,3047.99982302789,3412.77753754761,3962.26474275198
"30","pups",1985,1.35873039334197,0.4145667500625,0.6921849187,1.5667440760425,4.12235703792
"31","pups",1986,1.2596969892465,0.392630048023968,0.638130770319565,1.48517250997988,3.76043649194606
"32","pups",1987,1.16855103835671,0.374086416262032,0.588174177498305,1.37867999640277,3.43032048114469
"33","pups",1988,1.08462153412067,0.358781263388671,0.545936062954274,1.31270911735317,3.19540962074137
"34","pups",1989,1.00729751534006,0.34053580883733,0.504118861196133,1.24340584126612,2.9844347394515
"35","pups",1990,7.0582557733804,5.39658585785294,6.56790342845039,7.559243606808,8.48099853274421
"36","pups",1991,14.7549694095331,11.5270522211735,13.769774235715,15.8023663341636,17.246400155248
"37","pups",1992,22.4448192650311,17.9378985527238,21.0940562283778,24.0047052945081,26.0250966098752
"38","pups",1993,29.7182565688885,24.2302579743707,28.1049130886641,31.6431617992654,34.2142077598745
"39","pups",1994,34.6423137180591,28.5906089570868,32.9214861423743,36.5825175637137,39.6391583613996
"40","pups",1995,41.2771165212997,33.995800654991,39.2609768078433,43.4581463811002,47.2758484498043
"41","pups",1996,50.3685391569761,41.3747358782732,47.9788590425801,52.9516876409045,57.5513667071932
"42","pups",1997,60.88975844065,50.2794082361396,58.1899842293055,63.9466308493717,69.1791030532274
"43","pups",1998,72.5697418044662,60.556888293317,69.6168369445321,76.0959929573287,81.8687828203835
"44","pups",1999,86.2091970921242,72.4266499468546,82.9441488732251,90.3570791189961,96.7632533993901
"45","pups",2000,99.6410221117988,84.0075219226613,96.180615191387,104.047077275782,111.058707172827
"46","pups",2001,113.997726138342,96.6671491603515,110.309399879113,118.899286848541,126.328325259152
"47","pups",2002,130.090990514307,110.801570727282,126.519944131711,135.60309352964,143.760468884059
"48","pups",2003,150.780730706718,128.806558175129,146.503133474782,157.079344760989,165.971997819172
"49","pups",2004,173.818828298151,149.115208116822,168.834411637063,180.730700305833,190.800467251209
"50","pups",2005,195.296489898197,168.740509200883,189.898602042084,203.111476819426,213.656499232036
"51","pups",2006,222.362780898637,192.470473129895,215.827846178438,230.984240268519,242.934724169552
"52","pups",2007,249.76754680969,216.103170268273,242.403792919787,259.362028941372,272.071819881075
"53","pups",2008,280.427198909586,243.899098562748,272.337159777372,290.749165182424,305.393868344652
"54","pups",2009,314.620839648905,274.995243631475,305.324341894241,326.870985227855,342.856720386497
"55","pups",2010,351.81761382266,309.597911110756,340.648349401098,365.55238638062,385.287916678486
"56","pups",2011,391.922568342494,345.789573127663,378.071719739138,407.812559792251,430.927507389015
"57","pups",2012,436.42279460952,386.584932761656,418.181689583176,454.791813702641,480.882319505404
"58","pups",2013,484.926270288605,431.221859801369,463.458215229163,505.974543948512,537.643327237626
"59","summer",1985,5.9295096695823,3.69648112408767,4.88620050088922,6.86031752123748,8.50641482216023
"60","summer",1986,12.0965335600242,7.83049881020637,10.1423237322378,13.7419400007975,17.5490485446923
"61","summer",1987,18.2587160380268,11.9630771608776,15.3286905924969,20.6534351482844,26.5899915345559
"62","summer",1988,24.0868966376013,15.9621875990078,20.3176983675522,27.1352229662811,34.5996805317805
"63","summer",1989,28.0275470599829,18.8250720732525,23.8366447133222,31.5248494051473,39.6843358275772
"64","summer",1990,34.4279978671733,23.200378236517,29.2233516236162,38.7381398148269,48.5256243939473
"65","summer",1991,43.0932994481434,29.0249887053995,36.4787687003784,48.4973826888687,60.5336742743956
"66","summer",1992,52.9000285690611,35.6272633994261,44.7310385740079,59.5295856459396,73.9710110393316
"67","summer",1993,63.5580459174553,42.8890799360874,53.8652226555459,71.721669581845,88.4092599535751
"68","summer",1994,75.3692648901994,50.9175107513475,64.0984976279968,85.3511857170217,104.736598901834
"69","summer",1995,87.3126029511731,59.0032206778874,74.5310504717842,98.8669782262374,121.183211999994
"70","summer",1996,100.435814305599,67.8884394317901,85.717619830771,113.434080418893,139.669466373027
"71","summer",1997,115.209117397164,77.7883727757456,98.0851726114959,130.036217353301,160.284645446916
"72","summer",1998,133.880553876511,90.5868195702562,113.657747733142,151.001669742226,185.959002638551
"73","summer",1999,154.782121959927,104.907598983903,131.738908728443,174.595243036099,213.814848561037
"74","summer",2000,174.38372869148,118.214739412791,148.823376601248,195.727673952242,238.800835486055
"75","summer",2001,198.633890562621,134.743171624939,169.599974987306,223.336916963708,270.036651999336
"76","summer",2002,223.458785336979,150.966370341201,191.860880249626,251.014015440443,301.717291979112
"77","summer",2003,251.709655901888,169.326456414017,215.739251469341,283.061996021164,339.881397309963
"78","summer",2004,283.210473962409,189.739434720494,243.238297045194,318.600041471123,381.807080851477
"79","summer",2005,316.842267898665,211.289739948541,271.128499911243,357.277260356764,426.395029382196
"80","summer",2006,353.793801180564,234.837908106342,302.660187995947,399.798533983071,474.171641507491
"81","summer",2007,394.32676073016,259.835027191223,337.374353720588,446.773089225843,528.057046441677
"82","summer",2008,438.643526208027,286.921551573205,374.670656910706,495.666869504188,587.220924140948
"83","summer",2009,489.330569840658,317.925005352447,417.234618672162,550.210154991239,655.368189004042
"84","summer",2010,547.017576354976,355.085667847637,465.681642662814,612.583308239772,732.575149304164
"85","summer",2011,610.47065173678,396.348199459367,520.02651896207,682.916608466248,820.202777867118
"86","summer",2012,680.90595502885,439.700149371726,578.603765133235,762.553213063562,917.237640032911
"87","summer",2013,758.568940050949,487.063066439563,645.981972071285,849.578060036972,1025.70723727845
"88","moult",1985,23.0122911974845,17.7793075172473,20.2731367361851,25.5954173297795,29.7844349298894
"89","moult",1986,47.8174922479848,37.0324867819273,42.3501967753155,52.8482078502105,58.9518462981035
"90","moult",1987,72.5997138852957,56.5078779944521,64.9256967645471,79.9334888038501,88.7441102232387
