"","name","years","mean","2.5%","25%","75%","97.5%"
"91","moult",1988,96.0381657825748,75.7248744881622,86.1361846557648,104.81015729625,117.806649476944
"92","moult",1989,111.897721026659,89.6432410165169,101.490821524317,121.24223115272,138.433423582189
"93","moult",1990,134.361028527187,108.067228906566,122.298401579962,144.97608485244,166.460091947113
"94","moult",1991,165.038106936906,131.934351476783,150.503658756128,177.394178290953,204.271069475199
"95","moult",1992,200.316141220767,160.696452366174,182.920326574962,214.883572293577,247.955788354797
"96","moult",1993,239.248005079499,192.684558247652,218.300121150308,256.392388870265,294.498688590937
"97","moult",1994,284.074973159871,230.634089344009,259.79944291421,304.386080489359,350.362184243409
"98","moult",1995,328.527101788781,267.727289643118,302.042334273989,351.292753248411,406.055807096413
"99","moult",1996,376.39564622759,307.347730724209,345.937747214888,400.578605973481,466.296578172267
"100","moult",1997,430.11615318289,353.098556619588,397.051167358421,455.492656525358,534.718318010069
"101","moult",1998,498.862645104281,410.58963711794,459.557341557975,527.910846625257,620.758716205577
"102","moult",1999,575.519696221114,473.676389974493,530.846974653891,609.42153814514,716.279533580225
"103","moult",2000,647.087964933697,532.616681290499,598.73612698739,685.185165806781,805.324076364719
"104","moult",2001,736.832803201222,607.771454950363,682.015026349354,779.360321617742,917.588417161683
"105","moult",2002,827.961713976118,683.788757341213,768.321693394028,877.93387100469,1031.75122699526
"106","moult",2003,930.389605219072,767.425214456092,865.082811126089,984.015899138023,1159.91218738369
"107","moult",2004,1044.61425511946,856.403268695857,970.6434931489,1105.13115256118,1302.51412888401
"108","moult",2005,1168.22862294324,959.062395348168,1091.74744951469,1234.19264123775,1456.74908241865
"109","moult",2006,1302.19008570006,1066.95088721788,1219.75843734379,1375.12810218627,1624.09503509517
"110","moult",2007,1450.35980109795,1182.97164465832,1354.72595252076,1527.39911660179,1808.94305978276
"111","moult",2008,1611.98843683437,1314.43751117002,1509.80675007056,1700.50398001525,2010.57971585385
"112","moult",2009,1797.29932896268,1467.0131134735,1683.3137243179,1901.35316009833,2238.70596640034
"113","moult",2010,2009.10318011099,1636.74848593301,1886.53002186677,2123.93566330111,2499.01972800531
"114","moult",2011,2242.50902630126,1818.31469036359,2098.87030584404,2370.41174158253,2785.41806912425
"115","moult",2012,2501.5922413387,2025.97083216249,2336.34455280083,2643.26234069444,3103.32347047553
"116","moult",2013,2787.55660541401,2254.1725092683,2598.97205795814,2948.14509967827,3467.27864672314
"117","UKimport",1985,20.1872406666667,14.95925,17.6854375,22.9788125,25.7334875
"118","UKimport",1986,26.0682028533333,19.31719,22.8375725,29.6730175,33.2301865
"119","UKimport",1987,27.9421882133333,20.70586,24.479315,31.806145,35.619031
"120","UKimport",1988,28.4449647733333,21.07843,24.9197825,32.3784475,36.2599405
"121","UKimport",1989,22.4573530133333,16.64146,19.674215,25.562845,28.627291
"122","UKimport",1990,29.2829257066667,21.69938,25.653895,33.332285,37.328123
"123","UKimport",1991,34.7068182933333,25.71862,30.405605,39.506215,44.242177
"124","UKimport",1992,36.1846766666667,26.81375,31.7003125,41.1884375,46.1260625
"125","UKimport",1993,37.1292871733333,27.51373,32.5278575,42.2636725,47.3301955
"126","UKimport",1994,41.2886205333333,30.5959,36.171725,46.998175,52.632265
"127","UKimport",1995,40.40495264,29.94108,35.39757,45.99231,51.505818
"128","UKimport",1996,42.00469624,31.12653,36.7990575,47.8132725,53.5450755
"129","UKimport",1997,44.7623494933333,33.17002,39.214955,50.952265,57.060367
"130","UKimport",1998,56.3414460266667,41.75042,49.359055,64.132565,71.820707
"131","UKimport",1999,60.7750211466667,45.03581,53.2431775,69.1792325,77.4723635
"132","UKimport",2000,51.4965082666667,38.1602,45.11455,58.61765,65.64467
"133","UKimport",2001,65.5590162933333,48.58087,57.4342925,74.6247775,83.5707145
"134","UKimport",2002,62.98419088,46.67286,55.178565,71.693895,80.288481
"135","UKimport",2003,68.8651530666667,51.0308,60.3307,78.3881,87.78518
"136","UKimport",2004,73.2073142666667,54.24845,64.1347375,83.3307125,93.3203075
"137","UKimport",2005,74.9746500533333,55.55809,65.6830475,85.3424425,95.5732015
"138","UKimport",2006,78.1893729066667,57.94028,68.49937,89.00171,99.671138
"139","UKimport",2007,83.0647819733333,61.55308,72.77057,94.55131,105.886018
"140","UKimport",2008,87.4221788266667,64.78202,76.587955,99.511265,111.440567
"141","UKimport",2009,100.814318106667,74.70593,88.3204075,114.7553225,128.5120655
"142","UKimport",2010,116.354684506667,86.22173,101.9348575,132.4446725,148.3219955
"143","UKimport",2011,126.669221813333,93.86506,110.971115,144.185545,161.470351
"144","UKimport",2012,140.335602853333,103.99219,122.9438225,159.7417675,178.8914365
"145","UKimport",2013,153.98674824,114.10803,134.9031825,175.2806475,196.2931005
"146","smr.visitors",1985,29.58677856,0.051954,0.17748,49.512,119.256
"147","smr.visitors",1986,32.05234344,0.0562835,0.19227,53.638,129.194
"148","smr.visitors",1987,34.51790832,0.060613,0.20706,57.764,139.132
"149","smr.visitors",1988,37.59986442,0.066024875,0.2255475,62.9215,151.5545
"150","smr.visitors",1989,40.0654293,0.070354375,0.2403375,67.0475,161.4925
"151","smr.visitors",1990,43.1473854,0.07576625,0.258825,72.205,173.915
"152","smr.visitors",1991,46.2293415,0.081178125,0.2773125,77.3625,186.3375
"153","smr.visitors",1992,49.3112976,0.08659,0.2958,82.52,198.76
"154","smr.visitors",1993,53.00964492,0.09308425,0.317985,88.709,213.667
"155","smr.visitors",1994,56.70799224,0.0995785,0.34017,94.898,228.574
"156","smr.visitors",1995,61.02273078,0.107155125,0.3660525,102.1185,245.9655
"157","smr.visitors",1996,64.7210781,0.113649375,0.3882375,108.3075,260.8725
"158","smr.visitors",1997,69.03581664,0.121226,0.41412,115.528,278.264
"159","smr.visitors",1998,73.9669464,0.129885,0.4437,123.78,298.14
"160","smr.visitors",1999,78.28168494,0.137461625,0.4695825,131.0005,315.5315
"161","smr.visitors",2000,83.2128147,0.146120625,0.4991625,139.2525,335.4075
"162","smr.visitors",2001,88.14394446,0.154779625,0.5287425,147.5045,355.2835
"163","smr.visitors",2002,93.07507422,0.163438625,0.5583225,155.7565,375.1595
"164","smr.visitors",2003,97.38981276,0.17101525,0.584205,162.977,392.551
"165","smr.visitors",2004,102.32094252,0.17967425,0.613785,171.229,412.427
"166","smr.visitors",2005,106.63568106,0.187250875,0.6396675,178.4495,429.8185
"167","smr.visitors",2006,110.33402838,0.193745125,0.6618525,184.6385,444.7255
"168","smr.visitors",2007,114.0323757,0.200239375,0.6840375,190.8275,459.6325
"169","smr.visitors",2008,117.1143318,0.20565125,0.702525,195.985,472.055
"170","smr.visitors",2009,119.57989668,0.20998075,0.717315,200.111,481.993
"171","smr.visitors",2010,122.04546156,0.21431025,0.732105,204.237,491.931
"172","smr.visitors",2011,123.89463522,0.217557375,0.7431975,207.3315,499.3845
"173","smr.visitors",2012,125.12741766,0.219722125,0.7505925,209.3945,504.3535
"174","smr.visitors",2013,128.565299880176,0.225759001657754,0.771215067448477,215.147624630995,518.210638289585
"175","molt.visitors",1985,41.0073456,0.418806,26.5992,54.024,88.4004
"176","molt.visitors",1986,44.4246244,0.4537065,28.8158,58.526,95.7671
"177","molt.visitors",1987,47.8419032,0.488607,31.0324,63.028,103.1338
"178","molt.visitors",1988,52.1135017,0.532232625,33.80315,68.6555,112.342175
"179","molt.visitors",1989,55.5307805,0.567133125,36.01975,73.1575,119.708875
"180","molt.visitors",1990,59.802379,0.61075875,38.7905,78.785,128.91725
"181","molt.visitors",1991,64.0739775,0.654384375,41.56125,84.4125,138.125625
"182","molt.visitors",1992,68.345576,0.69801,44.332,90.04,147.334
"183","molt.visitors",1993,73.4714942,0.75036075,47.6569,96.793,158.38405
"184","molt.visitors",1994,78.5974124,0.8027115,50.9818,103.546,169.4341
"185","molt.visitors",1995,84.5776503,0.863787375,54.86085,111.4245,182.325825
"186","molt.visitors",1996,89.7035685,0.916138125,58.18575,118.1775,193.375875
"187","molt.visitors",1997,95.6838064,0.977214,62.0648,126.056,206.2676
"188","molt.visitors",1998,102.518364,1.047015,66.498,135.06,221.001
"189","molt.visitors",1999,108.4986019,1.108090875,70.37705,142.9385,233.892725
"190","molt.visitors",2000,115.3331595,1.177891875,74.81025,151.9425,248.626125
"191","molt.visitors",2001,122.1677171,1.247692875,79.24345,160.9465,263.359525
"192","molt.visitors",2002,129.0022747,1.317493875,83.67665,169.9505,278.092925
"193","molt.visitors",2003,134.9825126,1.37856975,87.5557,177.829,290.98465
"194","molt.visitors",2004,141.8170702,1.44837075,91.9889,186.833,305.71805
"195","molt.visitors",2005,147.7973081,1.509446625,95.86795,194.7115,318.609775
"196","molt.visitors",2006,152.9232263,1.561797375,99.19285,201.4645,329.659825
"197","molt.visitors",2007,158.0491445,1.614148125,102.51775,208.2175,340.709875
"198","molt.visitors",2008,162.320743,1.65777375,105.2885,213.845,349.91825
"199","molt.visitors",2009,165.7380218,1.69267425,107.5051,218.347,357.28495
"200","molt.visitors",2010,169.1553006,1.72757475,109.7217,222.849,364.65165
"201","molt.visitors",2011,171.7182597,1.753750125,111.38415,226.2255,370.176675
"202","molt.visitors",2012,173.4268991,1.771200375,112.49245,228.4765,373.860025
"203","molt.visitors",2013,178.191812050862,1.81986419617888,115.583185835449,234.753903560043,384.131848368674
"204","year1",1985,20.1872406666667,14.95925,17.6854375,22.9788125,25.7334875
"205","year1",1986,27.0504384126813,20.0913168719724,23.5743237503265,30.5136077840336,34.7141699287598
"206","year1",1987,28.8503272547045,21.3881264234952,25.2034101912207,32.507002435456,36.9282022959938
"207","year1",1988,29.2850696259797,21.6979267493233,25.5770930452571,32.9781424775933,37.4832643152577
"208","year1",1989,23.2349594510742,17.3267143572966,20.2856869408045,26.1452926256378,29.6916971596809
"209","year1",1990,30.0030908250365,22.2085275444305,26.2430362077379,33.8171216978483,38.2299111869434
"210","year1",1991,39.6330583346245,29.1804478630998,34.5366897876905,45.2898842097444,50.8022517257319
"211","year1",1992,46.4631000467911,34.2982117177119,40.2644053720385,52.9741352319629,59.8580625248898
"212","year1",1993,52.738119349828,38.8958632521215,45.636314507577,60.0809047235058,67.9986250611052
"213","year1",1994,61.9225732399569,46.1139822263359,53.6777017191281,70.4211892441613,79.5366223683013
"214","year1",1995,64.4161773913766,48.2832603695929,55.8796603984071,73.0227712343293,82.3906034336514
"215","year1",1996,70.5756151705409,53.0515751336158,61.3457944494341,79.9647391299154,90.2439073078845
"216","year1",1997,79.6159787374997,59.6801117945732,69.1376598280064,90.22536349709,101.572430478585
"217","year1",1998,98.4875717574269,73.9763090418546,85.583409739047,111.47759162362,125.616551711193
"218","year1",1999,111.027579538333,82.9617971270391,96.1449822711628,125.383422130898,141.522149029623
"219","year1",2000,111.218861576745,82.0299308865666,96.5365878250766,125.811853701768,141.584424705074
"220","year1",2001,134.59097761277,99.6760565809687,116.837002538714,151.993130132059,170.912406771266
"221","year1",2002,141.960385517565,104.628196320848,123.726397619091,160.275163548527,180.187641641065
"222","year1",2003,158.996275219159,117.497826255161,138.96096161866,179.440359136518,200.986016162759
"223","year1",2004,177.698644068421,130.320159540494,155.382000136326,200.812564602961,224.140174043749
"224","year1",2005,195.463951118054,142.294176163975,171.017856270239,221.183039029897,245.98981973702
"225","year1",2006,213.598242933545,154.881480415131,186.931271955127,241.602866636362,268.04842471332
"226","year1",2007,237.28693525779,171.089915043931,206.53002337513,268.444145492328,297.664921972605
"227","year1",2008,260.68941246525,186.913023679201,226.435222218853,294.557591055824,326.189332896973
"228","year1",2009,295.394488137414,211.96994340746,257.244774238282,333.689462608873,368.966999825421
"229","year1",2010,334.723143056373,240.314602777576,292.22066690321,378.553675271704,418.443664230492
"230","year1",2011,370.934185877834,265.302054426116,324.419287929069,419.49721478716,464.343240272851
"231","year1",2012,412.527244306912,294.447191115221,359.996776706399,465.448116781468,516.088951940493
"232","year1",2013,457.187277199267,324.486006893346,397.685848891072,514.391052413424,571.450069241533
