1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0.870562352;0.872896201;1.001704731;1.038524122;1.021321381;1.355678074;0.823960016;1.177392051;0.89445358;1.054812715;0.780076113;0.808730557;0.81977046;0.677664555;0.588823024;0.841250943;0.776635016;0.7757012;0.960455073;1.12635964;5.334261798;1.637283497;1.563011748;1.157165184;1.017393316;0.992239151;0.809548242;0.708964642;0.964734658;0.744008024;1.146378505;1.745677092;5.872390982;2.200836223;1.222893818;1.020444933;0.916952693;1.256124495;2.051319438;12.49284412;2.671957037;3.425331127;1.840735324;1.320235337;1.025172363;1.044607742;0.854650645;0.777136429;0.96895537;0.905814048;0.988445847;0.868726573;0.657703743;0.660341404;0.558235037;0.903172175;0.746893253;1.090506733;0.589634011;0.61729052;0.771109341;0.830542831;1.426381859;2.041226093;0.967675778;1.336980145;0.983037605;1;1
