1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.349576388;1;1;1;1;1;1;1;1;1;1;1;0.317167625;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.93378198;1;0.82648035;0.93750199;0.799861609;1;0.877816492;1;1;0.83;0.8565711;0.848221743;1;1;0.714466707;0.35109587;0.76642337;0.772912202;1;1;.91;1
